3,1,1,3992,200,108,
3,1,10,3992,200,108,
3,1,50,3992,200,108,
3,1,100,3992,100,52,
3,10,1,3992,2708,1288,
3,10,10,3992,1529,728,
3,10,50,3992,531,252,
3,10,100,3992,295,140,
3,50,1,3992,980,396,
3,50,10,3992,860,352,
3,50,50,3992,586,236,
3,50,100,3992,395,160,
3,100,1,3992,740,260,
3,100,10,3992,704,248,
3,100,50,3992,583,204,
3,100,100,3992,489,180,
4,1,1,3992,200,108,
4,1,10,3992,200,108,
4,1,50,3992,200,108,
4,1,100,3992,100,52,
4,10,1,3992,2703,1288,
4,10,10,3992,1527,728,
4,10,50,3992,531,252,
4,10,100,3992,295,140,
4,50,1,3992,980,396,
4,50,10,3992,860,352,
4,50,50,3992,495,200,
4,50,100,3992,395,160,
4,100,1,3992,740,260,
4,100,10,3992,747,276,
4,100,50,3992,545,196,
4,100,100,3992,446,156,
5,1,1,3992,200,108,
5,1,10,3992,200,108,
5,1,50,3992,200,108,
5,1,100,3992,100,52,
5,10,1,3992,2708,1288,
5,10,10,3992,1475,700,
5,10,50,3992,531,252,
5,10,100,3992,295,140,
5,50,1,3992,980,396,
5,50,10,3992,860,352,
5,50,50,3992,495,200,
5,50,100,3992,395,160,
5,100,1,3992,740,260,
5,100,10,3992,704,248,
5,100,50,3992,545,196,
5,100,100,3992,446,156,
6,1,1,3992,200,108,
6,1,10,3992,200,108,
6,1,50,3992,200,108,
6,1,100,3992,100,52,
6,10,1,3992,2708,1288,
6,10,10,3992,1475,700,
6,10,50,3992,531,252,
6,10,100,3992,295,140,
6,50,1,3992,975,396,
6,50,10,3992,860,352,
6,50,50,3992,495,200,
6,50,100,3992,395,160,
6,100,1,3992,740,260,
6,100,10,3992,704,248,
6,100,50,3992,545,196,
6,100,100,3992,446,156,
7,1,1,3992,200,108,
7,1,10,3992,200,108,
7,1,50,3992,200,108,
7,1,100,3992,100,52,
7,10,1,3992,2708,1288,
7,10,10,3992,1475,700,
7,10,50,3992,531,252,
7,10,100,3992,295,140,
7,50,1,3992,980,396,
7,50,10,3992,860,352,
7,50,50,3992,564,232,
7,50,100,3992,395,160,
7,100,1,3992,740,260,
7,100,10,3992,704,248,
7,100,50,3992,545,196,
7,100,100,3992,446,156,
8,1,1,3992,200,108,
8,1,10,3992,200,108,
8,1,50,3992,200,108,
8,1,100,3992,100,52,
8,10,1,3992,2708,1288,
8,10,10,3992,1475,700,
8,10,50,3992,531,252,
8,10,100,3992,295,140,
8,50,1,3992,980,396,
8,50,10,3992,860,352,
8,50,50,3992,495,200,
8,50,100,3992,395,160,
8,100,1,3992,740,260,
8,100,10,3992,704,248,
8,100,50,3992,545,196,
8,100,100,3992,447,156,
9,1,1,3992,200,108,
9,1,10,3992,200,108,
9,1,50,3992,200,108,
9,1,100,3992,100,52,
9,10,1,3992,2708,1288,
9,10,10,3992,1475,700,
9,10,50,3992,531,252,
9,10,100,3992,295,140,
9,50,1,3992,975,396,
9,50,10,3992,860,352,
