3,25,1,3992,1460,636,
3,25,10,3992,1094,476,
3,25,50,3992,518,224,
3,25,100,3992,296,128,
4,25,1,3992,1460,636,
4,25,10,3992,1094,476,
4,25,50,3992,518,224,
4,25,100,3992,296,128,
5,25,1,3992,1460,636,
5,25,10,3992,1094,476,
5,25,50,3992,518,224,
5,25,100,3992,351,156,
6,25,1,3992,1460,636,
6,25,10,3992,1094,476,
6,25,50,3992,518,224,
6,25,100,3992,296,128,
7,25,1,3992,1460,636,
7,25,10,3992,1094,476,
7,25,50,3992,518,224,
7,25,100,3992,296,128,
8,25,1,3992,1455,632,
8,25,10,3992,1094,476,
8,25,50,3992,518,224,
8,25,100,3992,370,160,
9,25,1,3992,1460,636,
9,25,10,3992,1094,476,
9,25,50,3992,518,224,
9,25,100,3992,296,128,
10,25,1,3992,1460,636,
10,25,10,3992,1098,480,
10,25,50,3992,518,224,
10,25,100,3992,296,128,
11,25,1,3992,1460,636,
11,25,10,3992,1094,476,
11,25,50,3992,518,224,
11,25,100,3992,296,128,
12,25,1,3992,1460,636,
12,25,10,3992,1094,476,
12,25,50,3992,518,224,
12,25,100,3992,296,128,
13,25,1,3992,1460,636,
13,25,10,3992,1094,476,
13,25,50,3992,518,224,
13,25,100,3992,296,128,
14,25,1,3992,1460,636,
14,25,10,3992,1094,476,
14,25,50,3992,518,224,
14,25,100,3992,296,128,
15,25,1,3992,1460,636,
15,25,10,3992,1094,476,
15,25,50,3992,573,252,
15,25,100,3992,296,128,
16,25,1,3992,1460,636,
16,25,10,3992,1095,476,
16,25,50,3992,518,224,
16,25,100,3992,296,128,
17,25,1,3992,1460,636,
17,25,10,3992,1094,476,
17,25,50,3992,518,224,
17,25,100,3992,296,128,
18,25,1,3992,1460,636,
18,25,10,3992,1094,476,
18,25,50,3992,518,224,
18,25,100,3992,347,156,
19,25,1,3992,1460,636,
19,25,10,3992,1094,476,
19,25,50,3992,518,224,
19,25,100,3992,296,128,
20,25,1,3992,1460,636,
20,25,10,3992,1094,476,
20,25,50,3992,518,224,
20,25,100,3992,296,128,
21,25,1,3992,1460,636,
21,25,10,3992,1094,476,
21,25,50,3992,518,224,
21,25,100,3992,296,128,
22,25,1,3992,1460,636,
22,25,10,3992,1094,476,
22,25,50,3992,518,224,
22,25,100,3992,296,128,
23,25,1,3992,1460,636,
23,25,10,3992,1094,476,
23,25,50,3992,518,224,
23,25,100,3992,296,128,
24,25,1,3992,1450,632,
24,25,10,3992,1137,504,
24,25,50,3992,518,224,
24,25,100,3992,370,160,
25,25,1,3992,1460,636,
25,25,10,3992,1094,476,
25,25,50,3992,518,224,
25,25,100,3992,296,128,
26,25,1,3992,1455,636,
26,25,10,3992,1094,476,
26,25,50,3992,518,224,
26,25,100,3992,296,128,
27,25,1,3992,1460,636,
27,25,10,3992,1094,476,
27,25,50,3992,518,224,
27,25,100,3992,296,128,
28,25,1,3992,1460,636,
28,25,10,3992,1094,476,
28,25,50,3992,518,224,
28,25,100,3992,370,160,
29,25,1,3992,1460,636,
29,25,10,3992,1098,476,
29,25,50,3992,518,224,
29,25,100,3992,296,128,
30,25,1,3992,1460,636,
30,25,10,3992,1094,476,
30,25,50,3992,518,224,
30,25,100,3992,296,128,
31,25,1,3992,1455,636,
31,25,10,3992,1094,476,
31,25,50,3992,518,224,
31,25,100,3992,296,128,
32,25,1,3992,1460,636,
32,25,10,3992,1094,476,
32,25,50,3992,518,224,
32,25,100,3992,296,128,
33,25,1,3992,1460,636,
33,25,10,3992,1094,476,
33,25,50,3992,518,224,
33,25,100,3992,296,128,
34,25,1,3992,1460,636,
34,25,10,3992,1094,476,
34,25,50,3992,518,224,
34,25,100,3992,296,128,
35,25,1,3992,1460,636,
35,25,10,3992,1094,476,
35,25,50,3992,518,224,
35,25,100,3992,296,128,
36,25,1,3992,1460,636,
36,25,10,3992,1094,476,
36,25,50,3992,518,224,
36,25,100,3992,370,160,
37,25,1,3992,1498,660,
37,25,10,3992,1094,476,
37,25,50,3992,585,256,
37,25,100,3992,296,128,
38,25,1,3992,1460,636,
38,25,10,3992,1094,476,
38,25,50,3992,575,252,
38,25,100,3992,296,128,
39,25,1,3992,1460,636,
39,25,10,3992,1094,476,
39,25,50,3992,518,224,
39,25,100,3992,359,156,
40,25,1,3992,1455,636,
40,25,10,3992,1094,476,
40,25,50,3992,518,224,
40,25,100,3992,296,128,
41,25,1,3992,1460,636,
41,25,10,3992,1094,476,
41,25,50,3992,585,256,
41,25,100,3992,296,128,
42,25,1,3992,1460,636,
42,25,10,3992,1094,476,
42,25,50,3992,518,224,
42,25,100,3992,296,128,
43,25,1,3992,1460,636,
43,25,10,3992,1094,476,
43,25,50,3992,518,224,
43,25,100,3992,296,128,
44,25,1,3992,1460,636,
44,25,10,3992,1094,476,
44,25,50,3992,518,224,
44,25,100,3992,296,128,
45,25,1,3992,1460,636,
45,25,10,3992,1094,476,
45,25,50,3992,518,224,
45,25,100,3992,370,160,
46,25,1,3992,1455,636,
46,25,10,3992,1094,476,
46,25,50,3992,518,224,
46,25,100,3992,296,128,
47,25,1,3992,1460,636,
47,25,10,3992,1094,476,
47,25,50,3992,518,224,
47,25,100,3992,296,128,
48,25,1,3992,1460,636,
48,25,10,3992,1094,476,
48,25,50,3992,518,224,
48,25,100,3992,296,128,
49,25,1,3992,1460,636,
49,25,10,3992,1094,476,
49,25,50,3992,518,224,
49,25,100,3992,296,128,
50,25,1,3992,1460,636,
50,25,10,3992,1094,476,
50,25,50,3992,518,224,
50,25,100,3992,296,128,
51,25,1,3992,1460,636,
51,25,10,3992,1094,476,
